ID Income Limit Rating Cards Age Education Sex Student Married Balance Caucasian Asian
154.0 92.112 4612.0 344.0 3.0 32.0 17.0 0.0 0.0 0.0 0.0 1.0 0.0
155.0 55.056 3155.0 235.0 2.0 31.0 16.0 0.0 0.0 1.0 0.0 0.0 0.0
156.0 19.537 1362.0 143.0 4.0 34.0 9.0 1.0 0.0 1.0 0.0 0.0 1.0
157.0 31.811 4284.0 338.0 5.0 75.0 13.0 1.0 0.0 1.0 429.0 1.0 0.0
158.0 56.256 5521.0 406.0 2.0 72.0 16.0 1.0 1.0 1.0 1020.0 1.0 0.0
159.0 42.357 5550.0 406.0 2.0 83.0 12.0 1.0 0.0 1.0 653.0 0.0 1.0
160.0 53.319 3000.0 235.0 3.0 53.0 13.0 0.0 0.0 0.0 0.0 0.0 1.0
161.0 12.238 4865.0 381.0 5.0 67.0 11.0 1.0 0.0 0.0 836.0 1.0 0.0
162.0 31.353 1705.0 160.0 3.0 81.0 14.0 0.0 0.0 1.0 0.0 1.0 0.0
163.0 63.809 7530.0 515.0 1.0 56.0 12.0 0.0 0.0 1.0 1086.0 1.0 0.0
164.0 13.676 2330.0 203.0 5.0 80.0 16.0 1.0 0.0 0.0 0.0 0.0 0.0
165.0 76.782 5977.0 429.0 4.0 44.0 12.0 0.0 0.0 1.0 548.0 0.0 1.0
166.0 25.383 4527.0 367.0 4.0 46.0 11.0 0.0 0.0 1.0 570.0 1.0 0.0
167.0 35.691 2880.0 214.0 2.0 35.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
168.0 29.403 2327.0 178.0 1.0 37.0 14.0 1.0 0.0 1.0 0.0 1.0 0.0
169.0 27.47 2820.0 219.0 1.0 32.0 11.0 1.0 0.0 1.0 0.0 0.0 1.0
170.0 27.33 6179.0 459.0 4.0 36.0 12.0 1.0 0.0 1.0 1099.0 1.0 0.0
171.0 34.772 2021.0 167.0 3.0 57.0 9.0 0.0 0.0 0.0 0.0 0.0 1.0
172.0 36.934 4270.0 299.0 1.0 63.0 9.0 1.0 0.0 1.0 283.0 1.0 0.0
173.0 76.348 4697.0 344.0 4.0 60.0 18.0 0.0 0.0 0.0 108.0 0.0 1.0
174.0 14.887 4745.0 339.0 3.0 58.0 12.0 0.0 0.0 1.0 724.0 0.0 0.0
175.0 121.834 10673.0 750.0 3.0 54.0 16.0 0.0 0.0 0.0 1573.0 0.0 0.0
176.0 30.132 2168.0 206.0 3.0 52.0 17.0 0.0 0.0 0.0 0.0 1.0 0.0
177.0 24.05 2607.0 221.0 4.0 32.0 18.0 0.0 0.0 1.0 0.0 1.0 0.0
178.0 22.379 3965.0 292.0 2.0 34.0 14.0 1.0 0.0 1.0 384.0 0.0 1.0
179.0 28.316 4391.0 316.0 2.0 29.0 10.0 1.0 0.0 0.0 453.0 1.0 0.0
180.0 58.026 7499.0 560.0 5.0 67.0 11.0 1.0 0.0 0.0 1237.0 1.0 0.0
181.0 10.635 3584.0 294.0 5.0 69.0 16.0 0.0 0.0 1.0 423.0 0.0 1.0
182.0 46.102 5180.0 382.0 3.0 81.0 12.0 0.0 0.0 1.0 516.0 0.0 0.0
183.0 58.929 6420.0 459.0 2.0 66.0 9.0 1.0 0.0 1.0 789.0 0.0 0.0
184.0 80.861 4090.0 335.0 3.0 29.0 15.0 1.0 0.0 1.0 0.0 0.0 1.0
185.0 158.889 11589.0 805.0 1.0 62.0 17.0 1.0 0.0 1.0 1448.0 1.0 0.0
186.0 30.42 4442.0 316.0 1.0 30.0 14.0 1.0 0.0 0.0 450.0 0.0 0.0
187.0 36.472 3806.0 309.0 2.0 52.0 13.0 0.0 0.0 0.0 188.0 0.0 0.0
188.0 23.365 2179.0 167.0 2.0 75.0 15.0 0.0 0.0 0.0 0.0 0.0 1.0
189.0 83.869 7667.0 554.0 2.0 83.0 11.0 0.0 0.0 0.0 930.0 0.0 0.0
190.0 58.351 4411.0 326.0 2.0 85.0 16.0 1.0 0.0 1.0 126.0 1.0 0.0
191.0 55.187 5352.0 385.0 4.0 50.0 17.0 1.0 0.0 1.0 538.0 1.0 0.0
192.0 124.29 9560.0 701.0 3.0 52.0 17.0 1.0 1.0 0.0 1687.0 0.0 1.0
193.0 28.508 3933.0 287.0 4.0 56.0 14.0 0.0 0.0 1.0 336.0 0.0 1.0
194.0 130.209 10088.0 730.0 7.0 39.0 19.0 1.0 0.0 1.0 1426.0 1.0 0.0
195.0 30.406 2120.0 181.0 2.0 79.0 14.0 0.0 0.0 1.0 0.0 0.0 0.0
196.0 23.883 5384.0 398.0 2.0 73.0 16.0 1.0 0.0 1.0 802.0 0.0 0.0
197.0 93.039 7398.0 517.0 1.0 67.0 12.0 0.0 0.0 1.0 749.0 0.0 0.0
198.0 50.699 3977.0 304.0 2.0 84.0 17.0 1.0 0.0 0.0 69.0 0.0 0.0
199.0 27.349 2000.0 169.0 4.0 51.0 16.0 1.0 0.0 1.0 0.0 0.0 0.0
200.0 10.403 4159.0 310.0 3.0 43.0 7.0 0.0 0.0 1.0 571.0 0.0 1.0
201.0 23.949 5343.0 383.0 2.0 40.0 18.0 0.0 0.0 1.0 829.0 0.0 0.0
202.0 73.914 7333.0 529.0 6.0 67.0 15.0 1.0 0.0 1.0 1048.0 1.0 0.0
203.0 21.038 1448.0 145.0 2.0 58.0 13.0 1.0 0.0 1.0 0.0 1.0 0.0
204.0 68.206 6784.0 499.0 5.0 40.0 16.0 1.0 1.0 0.0 1411.0 0.0 0.0
205.0 57.337 5310.0 392.0 2.0 45.0 7.0 1.0 0.0 0.0 456.0 1.0 0.0
206.0 10.793 3878.0 321.0 8.0 29.0 13.0 0.0 0.0 0.0 638.0 1.0 0.0
207.0 23.45 2450.0 180.0 2.0 78.0 13.0 0.0 0.0 0.0 0.0 1.0 0.0
208.0 10.842 4391.0 358.0 5.0 37.0 10.0 1.0 1.0 1.0 1216.0 1.0 0.0
209.0 51.345 4327.0 320.0 3.0 46.0 15.0 0.0 0.0 0.0 230.0 0.0 0.0
210.0 151.947 9156.0 642.0 2.0 91.0 11.0 1.0 0.0 1.0 732.0 0.0 0.0
211.0 24.543 3206.0 243.0 2.0 62.0 12.0 1.0 0.0 1.0 95.0 1.0 0.0
212.0 29.567 5309.0 397.0 3.0 25.0 15.0 0.0 0.0 0.0 799.0 1.0 0.0
213.0 39.145 4351.0 323.0 2.0 66.0 13.0 0.0 0.0 1.0 308.0 1.0 0.0
214.0 39.422 5245.0 383.0 2.0 44.0 19.0 0.0 0.0 0.0 637.0 0.0 0.0
215.0 34.909 5289.0 410.0 2.0 62.0 16.0 1.0 0.0 1.0 681.0 1.0 0.0
216.0 41.025 4229.0 337.0 3.0 79.0 19.0 1.0 0.0 1.0 246.0 1.0 0.0
217.0 15.476 2762.0 215.0 3.0 60.0 18.0 0.0 0.0 0.0 52.0 0.0 1.0
218.0 12.456 5395.0 392.0 3.0 65.0 14.0 0.0 0.0 1.0 955.0 1.0 0.0
219.0 10.627 1647.0 149.0 2.0 71.0 10.0 1.0 1.0 1.0 195.0 0.0 1.0
220.0 38.954 5222.0 370.0 4.0 76.0 13.0 1.0 0.0 0.0 653.0 1.0 0.0
221.0 44.847 5765.0 437.0 3.0 53.0 13.0 1.0 1.0 0.0 1246.0 0.0 1.0
222.0 98.515 8760.0 633.0 5.0 78.0 11.0 1.0 0.0 0.0 1230.0 0.0 0.0
223.0 33.437 6207.0 451.0 4.0 44.0 9.0 0.0 1.0 0.0 1549.0 1.0 0.0
224.0 27.512 4613.0 344.0 5.0 72.0 17.0 0.0 0.0 1.0 573.0 0.0 1.0
225.0 121.709 7818.0 584.0 4.0 50.0 6.0 0.0 0.0 1.0 701.0 1.0 0.0
226.0 15.079 5673.0 411.0 4.0 28.0 15.0 1.0 0.0 1.0 1075.0 0.0 1.0
227.0 59.879 6906.0 527.0 6.0 78.0 15.0 1.0 0.0 0.0 1032.0 1.0 0.0
228.0 66.989 5614.0 430.0 3.0 47.0 14.0 1.0 0.0 1.0 482.0 1.0 0.0
229.0 69.165 4668.0 341.0 2.0 34.0 11.0 1.0 0.0 0.0 156.0 0.0 0.0
230.0 69.943 7555.0 547.0 3.0 76.0 9.0 0.0 0.0 1.0 1058.0 0.0 1.0
231.0 33.214 5137.0 387.0 3.0 59.0 9.0 0.0 0.0 0.0 661.0 0.0 0.0
232.0 25.124 4776.0 378.0 4.0 29.0 12.0 0.0 0.0 1.0 657.0 1.0 0.0
233.0 15.741 4788.0 360.0 1.0 39.0 14.0 0.0 0.0 1.0 689.0 0.0 1.0
234.0 11.603 2278.0 187.0 3.0 71.0 11.0 0.0 0.0 1.0 0.0 1.0 0.0
235.0 69.656 8244.0 579.0 3.0 41.0 14.0 0.0 0.0 1.0 1329.0 0.0 0.0
236.0 10.503 2923.0 232.0 3.0 25.0 18.0 1.0 0.0 1.0 191.0 0.0 0.0
237.0 42.529 4986.0 369.0 2.0 37.0 11.0 0.0 0.0 1.0 489.0 0.0 1.0
238.0 60.579 5149.0 388.0 5.0 38.0 15.0 0.0 0.0 1.0 443.0 0.0 1.0
239.0 26.532 2910.0 236.0 6.0 58.0 19.0 1.0 0.0 1.0 52.0 1.0 0.0
240.0 27.952 3557.0 263.0 1.0 35.0 13.0 1.0 0.0 1.0 163.0 0.0 1.0
241.0 29.705 3351.0 262.0 5.0 71.0 14.0 1.0 0.0 1.0 148.0 0.0 1.0
242.0 15.602 906.0 103.0 2.0 36.0 11.0 0.0 0.0 1.0 0.0 0.0 0.0
243.0 20.918 1233.0 128.0 3.0 47.0 18.0 1.0 1.0 1.0 16.0 0.0 1.0
244.0 58.165 6617.0 460.0 1.0 56.0 12.0 1.0 0.0 1.0 856.0 1.0 0.0
245.0 22.561 1787.0 147.0 4.0 66.0 15.0 1.0 0.0 0.0 0.0 1.0 0.0
246.0 34.509 2001.0 189.0 5.0 80.0 18.0 1.0 0.0 1.0 0.0 0.0 0.0
247.0 19.588 3211.0 265.0 4.0 59.0 14.0 1.0 0.0 0.0 199.0 0.0 1.0
248.0 36.364 2220.0 188.0 3.0 50.0 19.0 0.0 0.0 0.0 0.0 1.0 0.0
249.0 15.717 905.0 93.0 1.0 38.0 16.0 0.0 1.0 1.0 0.0 1.0 0.0
250.0 22.574 1551.0 134.0 3.0 43.0 13.0 1.0 1.0 1.0 98.0 1.0 0.0
251.0 10.363 2430.0 191.0 2.0 47.0 18.0 1.0 0.0 1.0 0.0 0.0 1.0
252.0 28.474 3202.0 267.0 5.0 66.0 12.0 0.0 0.0 1.0 132.0 1.0 0.0
253.0 72.945 8603.0 621.0 3.0 64.0 8.0 1.0 0.0 0.0 1355.0 1.0 0.0
254.0 85.425 5182.0 402.0 6.0 60.0 12.0 0.0 0.0 1.0 218.0 0.0 0.0
255.0 36.508 6386.0 469.0 4.0 79.0 6.0 1.0 0.0 1.0 1048.0 1.0 0.0
256.0 58.063 4221.0 304.0 3.0 50.0 8.0 0.0 0.0 0.0 118.0 0.0 0.0
257.0 25.936 1774.0 135.0 2.0 71.0 14.0 1.0 0.0 0.0 0.0 0.0 1.0
258.0 15.629 2493.0 186.0 1.0 60.0 14.0 0.0 0.0 1.0 0.0 0.0 1.0
259.0 41.4 2561.0 215.0 2.0 36.0 14.0 0.0 0.0 1.0 0.0 1.0 0.0
260.0 33.657 6196.0 450.0 6.0 55.0 9.0 1.0 0.0 0.0 1092.0 1.0 0.0
261.0 67.937 5184.0 383.0 4.0 63.0 12.0 0.0 0.0 1.0 345.0 0.0 1.0
